user_id,product_id
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,b0925a87-018c-48ca-a1dd-fa67f1d7446a
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,a72d121a-7487-438d-b961-cbbf19626135
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,de2ff47e-217a-4f7d-be31-1b2a9926eda9
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,979f809c-bc8f-4eec-89ce-de32b4175b32
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,60a51ad1-ba52-43e5-9218-54e27ca857e0
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,4f37e0ee-e916-47ea-affc-4d01665bb2db
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,783a36aa-334d-4e88-88cf-65b04f6a0fc3
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,8b635074-268f-466c-949e-aaaf0b143834
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,274fb507-6d75-46b0-87f5-8d873644c52c
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,100a25a8-1074-4082-bf3e-619e6bf0ed06
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,b6ce3169-694b-4c53-97e3-97364d3c6f4b
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,1d19f678-f760-4786-9b01-1fb8917f0220
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,cd548d76-1702-4cf5-a5d1-c2101fac11f2
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,4b118e6e-16fe-4b89-b29c-17edd6303d62
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,aa9058c2-3702-4840-909d-4536f8ef27e7
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,58bce0b5-fe59-44c4-a5e4-0242444215bf
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,5adb709a-3442-4a19-88f1-9ad37b4012bd
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,80bf27c4-ceeb-45bb-b9d0-3696000167be
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,45e64d53-de11-4614-8e1b-3b16aac95357
b2367932-0737-4ec5-b76c-cf0e9c4e4a38,b0de0f60-82c8-4e43-a209-4528f01d0b4a
5bf23fee-fecd-4fe6-9167-638886e94b07,979f809c-bc8f-4eec-89ce-de32b4175b32
5bf23fee-fecd-4fe6-9167-638886e94b07,b0de0f60-82c8-4e43-a209-4528f01d0b4a
5bf23fee-fecd-4fe6-9167-638886e94b07,a72d121a-7487-438d-b961-cbbf19626135
5bf23fee-fecd-4fe6-9167-638886e94b07,4f37e0ee-e916-47ea-affc-4d01665bb2db
5bf23fee-fecd-4fe6-9167-638886e94b07,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd
5bf23fee-fecd-4fe6-9167-638886e94b07,100a25a8-1074-4082-bf3e-619e6bf0ed06
5bf23fee-fecd-4fe6-9167-638886e94b07,cd548d76-1702-4cf5-a5d1-c2101fac11f2
5bf23fee-fecd-4fe6-9167-638886e94b07,58bce0b5-fe59-44c4-a5e4-0242444215bf
5bf23fee-fecd-4fe6-9167-638886e94b07,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b
5bf23fee-fecd-4fe6-9167-638886e94b07,783a36aa-334d-4e88-88cf-65b04f6a0fc3
5bf23fee-fecd-4fe6-9167-638886e94b07,b6ce3169-694b-4c53-97e3-97364d3c6f4b
5bf23fee-fecd-4fe6-9167-638886e94b07,274fb507-6d75-46b0-87f5-8d873644c52c
5bf23fee-fecd-4fe6-9167-638886e94b07,45e64d53-de11-4614-8e1b-3b16aac95357
5bf23fee-fecd-4fe6-9167-638886e94b07,1d19f678-f760-4786-9b01-1fb8917f0220
5bf23fee-fecd-4fe6-9167-638886e94b07,aa9058c2-3702-4840-909d-4536f8ef27e7
5bf23fee-fecd-4fe6-9167-638886e94b07,5adb709a-3442-4a19-88f1-9ad37b4012bd
5bf23fee-fecd-4fe6-9167-638886e94b07,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23
5bf23fee-fecd-4fe6-9167-638886e94b07,8b635074-268f-466c-949e-aaaf0b143834
5bf23fee-fecd-4fe6-9167-638886e94b07,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd
5bf23fee-fecd-4fe6-9167-638886e94b07,60a51ad1-ba52-43e5-9218-54e27ca857e0
5bf23fee-fecd-4fe6-9167-638886e94b07,de2ff47e-217a-4f7d-be31-1b2a9926eda9
5bf23fee-fecd-4fe6-9167-638886e94b07,b0925a87-018c-48ca-a1dd-fa67f1d7446a
5bf23fee-fecd-4fe6-9167-638886e94b07,4b118e6e-16fe-4b89-b29c-17edd6303d62
5bf23fee-fecd-4fe6-9167-638886e94b07,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
5bf23fee-fecd-4fe6-9167-638886e94b07,80bf27c4-ceeb-45bb-b9d0-3696000167be
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,5adb709a-3442-4a19-88f1-9ad37b4012bd
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,4f37e0ee-e916-47ea-affc-4d01665bb2db
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,4b118e6e-16fe-4b89-b29c-17edd6303d62
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,b0925a87-018c-48ca-a1dd-fa67f1d7446a
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,aa9058c2-3702-4840-909d-4536f8ef27e7
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,a72d121a-7487-438d-b961-cbbf19626135
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,b0de0f60-82c8-4e43-a209-4528f01d0b4a
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,100a25a8-1074-4082-bf3e-619e6bf0ed06
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,783a36aa-334d-4e88-88cf-65b04f6a0fc3
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,45e64d53-de11-4614-8e1b-3b16aac95357
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,b6ce3169-694b-4c53-97e3-97364d3c6f4b
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,cd548d76-1702-4cf5-a5d1-c2101fac11f2
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,274fb507-6d75-46b0-87f5-8d873644c52c
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,8b635074-268f-466c-949e-aaaf0b143834
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,60a51ad1-ba52-43e5-9218-54e27ca857e0
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,de2ff47e-217a-4f7d-be31-1b2a9926eda9
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,1d19f678-f760-4786-9b01-1fb8917f0220
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,979f809c-bc8f-4eec-89ce-de32b4175b32
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,58bce0b5-fe59-44c4-a5e4-0242444215bf
154e0ce8-9429-43ce-b35a-6e8a6a1eea13,80bf27c4-ceeb-45bb-b9d0-3696000167be
247b42be-a386-445d-a14c-13dc84560097,de2ff47e-217a-4f7d-be31-1b2a9926eda9
247b42be-a386-445d-a14c-13dc84560097,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd
247b42be-a386-445d-a14c-13dc84560097,a72d121a-7487-438d-b961-cbbf19626135
247b42be-a386-445d-a14c-13dc84560097,58bce0b5-fe59-44c4-a5e4-0242444215bf
247b42be-a386-445d-a14c-13dc84560097,100a25a8-1074-4082-bf3e-619e6bf0ed06
247b42be-a386-445d-a14c-13dc84560097,4f37e0ee-e916-47ea-affc-4d01665bb2db
247b42be-a386-445d-a14c-13dc84560097,b0de0f60-82c8-4e43-a209-4528f01d0b4a
247b42be-a386-445d-a14c-13dc84560097,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
247b42be-a386-445d-a14c-13dc84560097,783a36aa-334d-4e88-88cf-65b04f6a0fc3
247b42be-a386-445d-a14c-13dc84560097,274fb507-6d75-46b0-87f5-8d873644c52c
247b42be-a386-445d-a14c-13dc84560097,aa9058c2-3702-4840-909d-4536f8ef27e7
247b42be-a386-445d-a14c-13dc84560097,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23
247b42be-a386-445d-a14c-13dc84560097,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b
247b42be-a386-445d-a14c-13dc84560097,5adb709a-3442-4a19-88f1-9ad37b4012bd
247b42be-a386-445d-a14c-13dc84560097,8b635074-268f-466c-949e-aaaf0b143834
247b42be-a386-445d-a14c-13dc84560097,979f809c-bc8f-4eec-89ce-de32b4175b32
247b42be-a386-445d-a14c-13dc84560097,cd548d76-1702-4cf5-a5d1-c2101fac11f2
247b42be-a386-445d-a14c-13dc84560097,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd
247b42be-a386-445d-a14c-13dc84560097,60a51ad1-ba52-43e5-9218-54e27ca857e0
247b42be-a386-445d-a14c-13dc84560097,b6ce3169-694b-4c53-97e3-97364d3c6f4b
247b42be-a386-445d-a14c-13dc84560097,b0925a87-018c-48ca-a1dd-fa67f1d7446a
247b42be-a386-445d-a14c-13dc84560097,1d19f678-f760-4786-9b01-1fb8917f0220
247b42be-a386-445d-a14c-13dc84560097,4b118e6e-16fe-4b89-b29c-17edd6303d62
247b42be-a386-445d-a14c-13dc84560097,45e64d53-de11-4614-8e1b-3b16aac95357
247b42be-a386-445d-a14c-13dc84560097,80bf27c4-ceeb-45bb-b9d0-3696000167be
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,5adb709a-3442-4a19-88f1-9ad37b4012bd
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,de2ff47e-217a-4f7d-be31-1b2a9926eda9
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,4f37e0ee-e916-47ea-affc-4d01665bb2db
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,b6ce3169-694b-4c53-97e3-97364d3c6f4b
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,cd548d76-1702-4cf5-a5d1-c2101fac11f2
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,100a25a8-1074-4082-bf3e-619e6bf0ed06
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,1d19f678-f760-4786-9b01-1fb8917f0220
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,783a36aa-334d-4e88-88cf-65b04f6a0fc3
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,274fb507-6d75-46b0-87f5-8d873644c52c
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,4b118e6e-16fe-4b89-b29c-17edd6303d62
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,45e64d53-de11-4614-8e1b-3b16aac95357
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,aa9058c2-3702-4840-909d-4536f8ef27e7
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,58bce0b5-fe59-44c4-a5e4-0242444215bf
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,80bf27c4-ceeb-45bb-b9d0-3696000167be
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,8b635074-268f-466c-949e-aaaf0b143834
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,60a51ad1-ba52-43e5-9218-54e27ca857e0
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,b0925a87-018c-48ca-a1dd-fa67f1d7446a
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,979f809c-bc8f-4eec-89ce-de32b4175b32
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,a72d121a-7487-438d-b961-cbbf19626135
2d1b3bdf-8ad5-4555-bcaa-6971242e3b03,b0de0f60-82c8-4e43-a209-4528f01d0b4a
6872cb5b-5430-460e-b2d7-baa38e087eea,8b635074-268f-466c-949e-aaaf0b143834
6872cb5b-5430-460e-b2d7-baa38e087eea,a72d121a-7487-438d-b961-cbbf19626135
6872cb5b-5430-460e-b2d7-baa38e087eea,a31954ad-5c6c-4a28-9cb0-2c6c3dfe99cd
6872cb5b-5430-460e-b2d7-baa38e087eea,5adb709a-3442-4a19-88f1-9ad37b4012bd
6872cb5b-5430-460e-b2d7-baa38e087eea,b0925a87-018c-48ca-a1dd-fa67f1d7446a
6872cb5b-5430-460e-b2d7-baa38e087eea,80bf27c4-ceeb-45bb-b9d0-3696000167be
6872cb5b-5430-460e-b2d7-baa38e087eea,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
6872cb5b-5430-460e-b2d7-baa38e087eea,783a36aa-334d-4e88-88cf-65b04f6a0fc3
6872cb5b-5430-460e-b2d7-baa38e087eea,1d19f678-f760-4786-9b01-1fb8917f0220
6872cb5b-5430-460e-b2d7-baa38e087eea,7a199e8b-b8e1-46d2-beb8-99ba92f52dcd
6872cb5b-5430-460e-b2d7-baa38e087eea,100a25a8-1074-4082-bf3e-619e6bf0ed06
6872cb5b-5430-460e-b2d7-baa38e087eea,cd548d76-1702-4cf5-a5d1-c2101fac11f2
6872cb5b-5430-460e-b2d7-baa38e087eea,de2ff47e-217a-4f7d-be31-1b2a9926eda9
6872cb5b-5430-460e-b2d7-baa38e087eea,4f37e0ee-e916-47ea-affc-4d01665bb2db
6872cb5b-5430-460e-b2d7-baa38e087eea,4b118e6e-16fe-4b89-b29c-17edd6303d62
6872cb5b-5430-460e-b2d7-baa38e087eea,274fb507-6d75-46b0-87f5-8d873644c52c
6872cb5b-5430-460e-b2d7-baa38e087eea,60a51ad1-ba52-43e5-9218-54e27ca857e0
6872cb5b-5430-460e-b2d7-baa38e087eea,aa9058c2-3702-4840-909d-4536f8ef27e7
6872cb5b-5430-460e-b2d7-baa38e087eea,58bce0b5-fe59-44c4-a5e4-0242444215bf
6872cb5b-5430-460e-b2d7-baa38e087eea,45e64d53-de11-4614-8e1b-3b16aac95357
6872cb5b-5430-460e-b2d7-baa38e087eea,1323fd17-1e4c-4b33-a1a9-6d1ef29bbb23
6872cb5b-5430-460e-b2d7-baa38e087eea,979f809c-bc8f-4eec-89ce-de32b4175b32
6872cb5b-5430-460e-b2d7-baa38e087eea,d9fd706a-05fe-4cbf-aa17-ef87fba1bb1b
6872cb5b-5430-460e-b2d7-baa38e087eea,b6ce3169-694b-4c53-97e3-97364d3c6f4b
6872cb5b-5430-460e-b2d7-baa38e087eea,b0de0f60-82c8-4e43-a209-4528f01d0b4a
7dba91f3-cb5a-40ce-9269-30acbde046f1,b0925a87-018c-48ca-a1dd-fa67f1d7446a
7dba91f3-cb5a-40ce-9269-30acbde046f1,b0de0f60-82c8-4e43-a209-4528f01d0b4a
7dba91f3-cb5a-40ce-9269-30acbde046f1,8b635074-268f-466c-949e-aaaf0b143834
7dba91f3-cb5a-40ce-9269-30acbde046f1,de2ff47e-217a-4f7d-be31-1b2a9926eda9
7dba91f3-cb5a-40ce-9269-30acbde046f1,4b118e6e-16fe-4b89-b29c-17edd6303d62
7dba91f3-cb5a-40ce-9269-30acbde046f1,5adb709a-3442-4a19-88f1-9ad37b4012bd
7dba91f3-cb5a-40ce-9269-30acbde046f1,b6ce3169-694b-4c53-97e3-97364d3c6f4b
7dba91f3-cb5a-40ce-9269-30acbde046f1,6d056ecb-5e47-44bb-b9ef-d33e87f98d96
7dba91f3-cb5a-40ce-9269-30acbde046f1,100a25a8-1074-4082-bf3e-619e6bf0ed06
7dba91f3-cb5a-40ce-9269-30acbde046f1,274fb507-6d75-46b0-87f5-8d873644c52c
7dba91f3-cb5a-40ce-9269-30acbde046f1,783a36aa-334d-4e88-88cf-65b04f6a0fc3
7dba91f3-cb5a-40ce-9269-30acbde046f1,cd548d76-1702-4cf5-a5d1-c2101fac11f2
7dba91f3-cb5a-40ce-9269-30acbde046f1,4f37e0ee-e916-47ea-affc-4d01665bb2db
7dba91f3-cb5a-40ce-9269-30acbde046f1,1d19f678-f760-4786-9b01-1fb8917f0220
7dba91f3-cb5a-40ce-9269-30acbde046f1,45e64d53-de11-4614-8e1b-3b16aac95357
